HOMD.org Taxon Data::Site/Status Filter applied Date: 2022-08-12
HMT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Body_site	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
534	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	adiacens	Named	Oral	0		D50540				Abiotrophia adiacens | Abiotrophia adjacens | Streptococcus adjacens	46124	55	626	3846	SEQF1605						
535	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	aegyptius	Named	Oral	0		M75044				Bacillus aegyptius | Bacillus conjunctivitidis | Bacterium aegyptiacum | Bacterium conjunctivitis | Bacterium pseudo | Hemophilus conjunctivitidis	197575	57	164	3068	SEQF1963						
536	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa	Named	Unassigned	0		Z76651				Bacillus aeruginosus | Bacillus pyocyaneus | Bacterium aeruginosum | Bacterium pyocyaneum | Micrococcus pyocyaneus | probable synonym | Pseudomonas polycolor | Pseudomonas pyocyanea	287	49842	120751	1571459	SEQF1295 | SEQF1297 | SEQF1298 | SEQF1619 | SEQF1991 | SEQF1992 | SEQF2167 | SEQF2168 | SEQF2193 | SEQF2696 | SEQF2697						
537	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	Named	Unassigned	0		AF015927				Streptoccocus de la mammite | Streptococcus difficile | Streptococcus difficilis | Streptococcus mastitidis	1311	7417	72744	553055	SEQF1331 | SEQF1332 | SEQF1333 | SEQF1334 | SEQF1335 | SEQF1336 | SEQF1337 | SEQF1338 | SEQF1995 | SEQF2209 | SEQF2516						
538	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Pseudoramibacter	alactolyticus	Named	Oral	0		AB036759				Eubacterium alactolyticum | Ramibacterium alactolyticum | Ramibacterium dentium | Ramibacterium pleuriticum	113287	24	363	5030	SEQF1993						
539	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Filifactor	alocis	Named	Oral	0		AJ006962				Fusobacterium alocis	143361	43	191	4850	SEQF1018						
540	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	valvarum	Named	Oral	0		AF144696					194702	11	417	6051	SEQF1860						
541	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	amylovorum	Named	Oral	0		AF023045					59892	6	10	1							
542	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	anaerobius	Named	Oral	0		AF023045				Streptococcus anaerob | Streptococcus anaerobius	1261	236	691	6808	SEQF1895 | SEQF1921 | SEQF2506						
543	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus	Named	Oral	0		AF104678					1328	402	2649	41254	SEQF1692 | SEQF1996 | SEQF2210 | SEQF2334 | SEQF2397 | SEQF2587 | SEQF2588 | SEQF2609						
544	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	anthropi	Named	Unassigned	0		AM114398					529	284	2635	26923	SEQF1457 | SEQF2673						
545	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	aphrophilus	Named	Oral	0		M75041				Haemophilus aphrophilus | Haemophilus paraphrophilus	732	24	274	13931	SEQF1221 | SEQF1675 | SEQF1956						
547	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	asaccharolytica	Named	Unassigned	0		L16490				Bacteroides asaccharolyticus | Bacteroides melaninogenicus	28123	59	154	7927	SEQF2145 | SEQF2160						
548	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	asaccharolyticus	Named	Unassigned	0		D14138				Micrococcus asaccharolyticus | Peptococcus aerogenes | Peptococcus asaccharolyticus | Peptostreptococcus asaccharolyticus | Schleiferella asaccharolytica | Staphylococcus asaccharolyticus	1258	15	22	14	SEQF3154						
550	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Named	Nasal	0		D83357				Micrococcus aureus | Micrococcus pyogenes | Staphlococcus pyogenes | Staphylococcus pyogenes	1280	85269	368332	11181246	SEQF1310 | SEQF1311 | SEQF1312 | SEQF1313 | SEQF1314 | SEQF1315 | SEQF1316 | SEQF1317 | SEQF1318 | SEQF1319 | SEQF1320 | SEQF1431 | SEQF1488 | SEQF1489 | SEQF1490 | SEQF1491 | SEQF1492 | SEQF1620 | SEQF1725 | SEQF1803 | SEQF1804 | SEQF1805 | SEQF1806 | SEQF1807 | SEQF1808 | SEQF1809 | SEQF1810 | SEQF1811 | SEQF1812 | SEQF1813 | SEQF1814 | SEQF1815 | SEQF1830 | SEQF1831 | SEQF1832 | SEQF1833 | SEQF1835 | SEQF2173 | SEQF2199 | SEQF2200 | SEQF2201						
552	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	avidum	Named	Unassigned	0		AJ003055				Bacteroides avidus | Corynebacterium avidum | Mycobacterium avidum | Propionibacterium avidum	33010	55	905	12596	SEQF1990 | SEQF2522						
553	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	baroniae	Named	Oral	0		AJ012605				Prevotella genomosp. | Prevotella genomospecies	305719	8	409	7229	SEQF1934 | SEQF2582 | SEQF2675						
554	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii	Named	Unassigned	0		X81660				Acinetobacter baumanni | Bacterium anitratum	470	4228	160264	2859777	SEQF1161 | SEQF1164 | SEQF1384 | SEQF1398 | SEQF1485 | SEQF1486 | SEQF1622						
555	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella	bergeri	Named	Oral	0		AY005050				Gemella bergeri | Gemella bergeriae	84136	7	290	3067	SEQF2460						
556	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	bivia	Named	Oral	0		L16475				Bacteroides bivius	28125	116	311	6562	SEQF1797 | SEQF2380 | SEQF2728 | SEQF2729 | SEQF2730						
557	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-9]	[Eubacterium]_brachy	Named	Oral	0		U13038					186804	0	0	0	SEQF2787						
558	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	brevis	Named	Unassigned	0		AF090328				Bacillus casei g | Bacillus g | Betabacterium breve | Lactobacterium breve	1580	567	1878	27491	SEQF1252 | SEQF1638 | SEQF2565						
559	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Afipia	broomeae	Named	Unassigned	0		U87759					56946	3	37	8643	SEQF2411						
560	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccae	Named	Oral	0		L16478				Bacteroides buccae | Bacteroides capillus | Bacteroides pentosaceus	28126	29	616	9943	SEQF1798 | SEQF1985						
561	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	buccale	Named	Unassigned	0		AF125586				Mycoplasma orale type 2	55602	2	15	2							
562	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	buccalis	Named	Unassigned	0		L16476				Bacteroides buccalis	28127	10	253	4771	SEQF1799 | SEQF2731 | SEQF2732						
563	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	buccalis	Named	Oral	0	ATCC 14201	L37788				Leptothrix buccalis	40542	83	33	6625	SEQF1287	<EM>Leptotrichia buccalis</EM> is a common oral bacteria.  Previously all human oral <EM>Leptotrichia </EM>isolates were lumped into the single species <EM>L. buccalis.  </EM>From 16S rRNA studies we now recognize that there are approximately 20 <EM>Leptotrichia </EM>species five of which been named [2].  The early literature was confused as two organisms were called <EM>Leptotrichia buccalis </EM>[1].	<EM>Leptotrichia buccalis </EM>requires anaerobic culture for initial isolation.  Some strains are reported to grow aerobically in the presence of CO<SUB>2</SUB> on subsequent passage.	Straight or slightly curved rods.  Cells 0.8-1.5 um wide and 5-15 um long.  Cells frequently arranged in chains or septate filaments.  Gram-negative but may be Gram-positive in young cultures.  Ferments glucose and several other sugars to lactic acid.	Commonly found in dental plaque.	<EM>Leptotrichia buccalis </EM>is not commonly pathogenic but has on rare occasions been associated with bacteraemia and endocarditis particularly in neutropenic patients [3].   It has been endodontic leasions  by checkerboard hybridization [4].	
565	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	cancerogenus	Named	Unassigned	0		Z96078				CDC Enteric Group 19 | Enterobacter taylorae | Erwinia cancerogena	69218	25	276	9068	SEQF1481 | SEQF2604						
567	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	caprae	Named	Oral	0		AB009935					29380	38	308	8361	SEQF2204						
568	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	casei	Named	Unassigned	0		D16552				Bacillus a | Bacillus casei a | Bacterium casei a | Caseobacterium vulgare | Lactobacterium casei | Streptobacterium casei	1582	3323	6514	104213	SEQF1246 | SEQF1493 | SEQF2109 | SEQF2110 | SEQF2493 | SEQF2494 | SEQF2495 | SEQF2496 | SEQF2566						
569	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Eggerthia	catenaformis	Named	Oral	0	ATCC 25536	M23729				Bacteroides catenaformis | Catenabacterium catenaforme | Lactobacillus catenaforme	31973	1	147	4825	SEQF2477						
571	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	cepacia	Named	Unassigned	0		AF097530				Pseudomonas cepacia | Pseudomonas kingii | Pseudomonas multivorans	292	2434	5082	43044	SEQF2408 | SEQF2716						
572	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	veroralis	Named	Oral	0		L16473				Bacteroides veroralis	28137	11	393	8080	SEQF1663 | SEQF2511 | SEQF2688 | SEQF3681						
574	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	coli	Named	Unassigned	0		M25588				Bacillus coli | Bacterium coli	562	317670	824479	11496727	SEQF1137 | SEQF1186 | SEQF1188 | SEQF1189 | SEQF1191 | SEQF1192 | SEQF1193 | SEQF1194 | SEQF1196 | SEQF1197 | SEQF1198 | SEQF1199 | SEQF1200 | SEQF1203 | SEQF1205 | SEQF1206 | SEQF1207 | SEQF1208 | SEQF1213 | SEQF1217 | SEQF1218 | SEQF1219 | SEQF1220 | SEQF1247 | SEQF1376 | SEQF1408 | SEQF1429 | SEQF1430 | SEQF1433 | SEQF1503 | SEQF1504 | SEQF1507 | SEQF1508 | SEQF1509 | SEQF1510 | SEQF1511 | SEQF1512 | SEQF1513 | SEQF1514 | SEQF1515 | SEQF1516 | SEQF1517 | SEQF1518 | SEQF1519 | SEQF1572 | SEQF1624 | SEQF1639 | SEQF1710 | SEQF1711 | SEQF1712 | SEQF1713 | SEQF1754						
575	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	concisus	Named	Oral	0		L06977					199	97	1602	31512	SEQF1177 | SEQF2326 | SEQF2578 | SEQF2579 | SEQF2580						
576	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	constellatus	Named	Oral	0		AF104676				Diplococcus constellatus | Peptococcus constellatus	76860	220	1260	24055	SEQF2211 | SEQF2589 | SEQF2590 | SEQF2591 | SEQF2643						
577	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	corrodens	Named	Oral	0		M22512				Bacteroides corrodens | Ristella corrodens	539	906	242	9314	SEQF1016 | SEQF2615						
578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	cristatus	Named	Oral	0	 | AS 1.3089 | ATCC 51100 | CCUG 48365 | DSM 19165 | LMG 21535	AB008313				Streptococcus crista | Streptococcus oligofermentans	45634	32	506	6242	SEQF1997 | SEQF3078 | SEQF3091 | SEQF3092 | SEQF3093						
579	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Cryptobacterium	curtum	Named	Oral	0		AB019260					84163	6	42	4068	SEQF1480						
580	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	curvus	Named	Oral	0		L04313				Wolinella curva	200	13	119	6992	SEQF1178 | SEQF2488	Campylobacter curvus rRNA sequences come in long (with IVS) and short (without IVS) forms.  Reference sequence C. curvus I is short form C. curvus II is long form.					
582	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	denitrificans	Named	Oral	0		L06166					502	30	128	5018	SEQF2079						
583	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	dentalis	Named	Oral	0		X81876				Hallella seregens | Mitsuokella dentalis	52227	4	188	10693	SEQF2022						
584	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	denticola	Named	Oral	0	ATCC 35405	M71236				Spirillum dentium | Spirochaeta ambigua | Spirochaeta comandonii | Spirochaeta dentium | Spirochaeta microdentium | Spirochaeta orthodonta | Spirochaete denticola | Spirochaete dentium | Spironema dentium | Treponema ambiguum | Treponema comandonii | Treponema dentium | Treponema dentium-stenogyratum | Treponema microdentium | Treponema orthodontum	158	1133	1518	69234	SEQF1061 | SEQF1679 | SEQF1864 | SEQF1865 | SEQF1866 | SEQF1867 | SEQF1868 | SEQF1869 | SEQF1870 | SEQF1871 | SEQF1872 | SEQF1873 | SEQF1874 | SEQF1875 | SEQF1876 | SEQF1877 | SEQF1878 | SEQF3549	<DIV class=HOMDtext1_1>T. denticola is a member of Group II one of the 10 phylogenetic groups of oral treponemes [12].  </DIV>	Anaerobic growth in peptone-yeast extract serum containing medium.  White diffuse colonies (0.3 to 1 mm) in diameter on solid media after 2 weeks incubation.	<DIV class=HOMDtext1_1>Obligately anaerobic catalase negative helically coiled with translational motility.  Will creep on solid surfaces such as agar media or glass.  Cells are Gram-negative  0.2 um by 6-16  um with a 2-4-2 periplasmic flagellar arrangement. G+C content is 37-38 mol%Ferments amino acids (alanine cysteine glycine and serine) with acetate as the major endproduct with lesser amounts of lactic acid succinic acid and formic acid.   Ammonia is produced from amino acids. Arginine can serve as an energy source.  Glucose can be degraded using the Embden-Meyerhof pathway [3] but not by the glycolytic pathway.   Strains are resistant to rifampicin.</DIV>	Frequently isolated from human subgingival plaque especially from subjects with periodontitis.  Reported to be present in chimpanzees	Known as a member of the 'red complex' and is strongly associated with periodontal disease [4].  Also associated with endodontic lesions.	
586	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	denticolens	Named	Unassigned	0		D89331				Bifidobacterium denticolens	78258	10	159	8492	SEQF1655 | SEQF2021 | SEQF2391						
587	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	dentocariosa	Named	Oral	0		M59055				Actinomyces dentocariosus | Nocardia dentocariosus | Nocardia salivae | Rothia denticariosa	2047	109	280	10601	SEQF1925 | SEQF1994						
588	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	dentium	Named	Unassigned	0		D86183				Actinomyces eriksonii	1689	42	290	17235	SEQF1385 | SEQF1497 | SEQF1911 | SEQF2053						
590	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	diminuta	Named	Unassigned	0	ATCC 14736	D49422				Bacterium parvulum | Pseudomonas diminuta	293	73	947	12821	SEQF1892 | SEQF2056						
591	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	diphtheriae	Named	Unassigned	0		X82059				Bacillus diphtheriae | Bacterium diphtheriae | Microsporon diphthericum | Microsporon diphtheriticum | Mycobacterium diphtheriae | Pacinia loeffleri	1717	2542	1225	86562	SEQF1184 | SEQF2048 | SEQF2267 | SEQF2268 | SEQF2269 | SEQF2270 | SEQF2271 | SEQF2272 | SEQF2273 | SEQF2274 | SEQF2275 | SEQF2276 | SEQF2277 | SEQF2388 | SEQF2703 | SEQF2704						
593	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Mogibacterium	diversum	Named	Oral	0		AB037874					114527	1	8	0	SEQF3053						
594	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	downei	Named	Unassigned	0		AY188350					1317	46	138	3818	SEQF1846						
595	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	durum	Named	Oral	0		Z97069					61592	5	147	5646	SEQF1897						
596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	elegans	Named	Oral	0		Y15408				Abiotrophia elegans	137732	20	176	3119	SEQF1608						
597	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	elkanii	Named	Unassigned	0		U35000					29448	95	6275	37787	SEQF2325 | SEQF2487						
598	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	elongata	Named	Oral	0		L06171					495	45	407	6179	SEQF1166						
600	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	enoeca	Named	Oral	0		AJ005635					76123	2	242	1773	SEQF2677 | SEQF2792						
601	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	Named	Oral	0		D83363				Albococcus epidermidis | Micrococcus epidermidis	1282	9661	24403	269602	SEQF1322 | SEQF1324 | SEQF1640 | SEQF1836 | SEQF1837 | SEQF1838 | SEQF2205 | SEQF2206 | SEQF2207 | SEQF2383						
602	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	exigua	Named	Oral	0		AF101240				Eubacterium exiguum	84109	17	32	3811	SEQF1599	N/A		Gram positive non-spore forming non-motile bacillusObligate anaerobeCellular morphology: 0.5 x 1.0 um singly or in clumpsColonial morphology: translucent colonies &amp;lt; 1 mm diameter after prolonged incubation on BHI-blood agarNo detectable metabolic end-products after growth in PYGGAC content of DNA:60-64 mol%	Has been isolated by at least 3 groups of investigatorsFound in most subjects with periodontitis by DNA hybridization (Wade unpublished)	Adult periodontitis [5]Necrotic pulps [10]Dentoalveolar abscesses [1]	
