,phylum,class,order,family,genus,species
2619059,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,NA
2546351,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter sp. FW80
55148,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus proteolyticus
2489213,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus psychrotolerans
52022,Deinococcota,Deinococci,Thermales,Thermaceae,Allomeiothermus,Allomeiothermus silvanus
56956,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus brockianus
1973475,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NIES-2111
2576902,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. C052
1261031,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Peltigera membranacea cyanobiont' N6
76335,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. ATCC 53789
374162,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc carneum
1306274,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc flagelliforme
1892263,Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,NA,NA
1190,Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,Fischerella,NA
494603,Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,Fischerella,NA
2005456,Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella sp. NIES-4106
1185,Cyanobacteriota,Cyanophyceae,Nostocales,Rivulariaceae,NA,NA
188910,Cyanobacteriota,Cyanophyceae,Nostocales,Rivulariaceae,Microchaete,NA
1197,Cyanobacteriota,Cyanophyceae,Nostocales,Rivulariaceae,Microchaete,Microchaete diplosiphon
1973486,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,Calothrix parasitica
1890426,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,NA,NA
1129,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA
2626047,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,NA
374982,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,Picosynechococcus sp. PCC 73109
82654,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp. PCC 7367
1890429,Cyanobacteriota,Cyanophyceae,Acaryochloridales,Acaryochloridaceae,NA,NA
155977,Cyanobacteriota,Cyanophyceae,Acaryochloridales,Acaryochloridaceae,Acaryochloris,NA
155978,Cyanobacteriota,Cyanophyceae,Acaryochloridales,Acaryochloridaceae,Acaryochloris,Acaryochloris marina
1118,Cyanobacteriota,Cyanophyceae,Chroococcales,NA,NA,NA
1890464,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,NA,NA
102231,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsa,NA
2623012,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsa,NA
1173026,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsa,Gloeocapsa sp. PCC 7428
28129,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola
28132,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica
371601,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens
820,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
909656,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,NA
357276,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei
196869,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
408956,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. KI723T1
2762318,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,NA,NA
59734,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,NA
247,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter brevis
2782232,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,NA,NA
59732,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
2593645,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
1721091,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. IHB B 17019
2596915,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. NBH84
1385715,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter qilianensis
299566,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,NA
2086471,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter swui
1090,Chlorobiota,NA,NA,NA,NA,NA
191410,Chlorobiota,Chlorobiia,NA,NA,NA,NA
191411,Chlorobiota,Chlorobiia,Chlorobiales,NA,NA,NA
191412,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,NA,NA
1101,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Prosthecochloris,NA
1102,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris aestuarii
1583098,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium hwasookii
1511635,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
406548,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,Aquisphaera giovannonii
666505,Planctomycetota,Phycisphaerae,NA,NA,NA,NA
666506,Planctomycetota,Phycisphaerae,Phycisphaerales,NA,NA,NA
666507,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA
666508,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,NA
547188,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera mikurensis
204428,Chlamydiota,NA,NA,NA,NA,NA
204429,Chlamydiota,Chlamydiia,NA,NA,NA,NA
1963360,Chlamydiota,Chlamydiia,Parachlamydiales,NA,NA,NA
92712,Chlamydiota,Chlamydiia,Parachlamydiales,Simkaniaceae,NA,NA
34093,Chlamydiota,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,NA
83561,Chlamydiota,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis
203691,Spirochaetota,NA,NA,NA,NA,NA
203692,Spirochaetota,Spirochaetia,NA,NA,NA,NA
136,Spirochaetota,Spirochaetia,Spirochaetales,NA,NA,NA
1643685,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,NA,NA
138,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,NA
47466,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia miyamotoi
143,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia anserina
64895,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,NA
29519,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella garinii
1643686,Spirochaetota,Spirochaetia,Brachyspirales,NA,NA,NA
143786,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,NA,NA
29521,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,NA
159,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira hyodysenteriae
337243,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum ezzemoulense
2247,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum lacusprofundi
1209988,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,NA
1048396,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus persicus
2238,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui
2650975,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus halophilus
332246,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halalkalicoccus,NA
413810,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halalkalicoccus,Halalkalicoccus jeotgali
134813,Euryarchaeota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,NA
61858,Euryarchaeota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum bangense
348826,Euryarchaeota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum aibiense
387342,Euryarchaeota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger,NA
387343,Euryarchaeota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger,Halopiger xanaduensis
63742,Euryarchaeota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,NA
13769,Euryarchaeota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba magadii
2627626,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,NA
2008440,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. 5-4
1674923,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. 2319x1
53952,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus peptonophilus
163003,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus cleftensis
55802,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barophilus
311400,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis
2260,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,NA
2629106,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,NA
1183377,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp. ST04
58290,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus veneficus
84156,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus profundus
183988,Euryarchaeota,Methanopyri,NA,NA,NA,NA
68985,Euryarchaeota,Methanopyri,Methanopyrales,NA,NA,NA
183713,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,NA,NA
2319,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,NA
2684913,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,NA
1937005,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus sp. SNP6
2017961,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus,NA
1670455,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus,Sulfodiicoccus acidiphilus
41674,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,NA
41675,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,Stygiolobus azoricus
12914,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,NA
282676,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus manzaensis
2307,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,NA,NA
54247,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,NA
54248,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Hyperthermus butylicus
164450,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,NA
985052,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta moutnovskia
2277,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum islandicum
2798274,Nitrososphaerota,Conexivisphaeria,NA,NA,NA,NA
2798275,Nitrososphaerota,Conexivisphaeria,Conexivisphaerales,NA,NA,NA
2798276,Nitrososphaerota,Conexivisphaeria,Conexivisphaerales,Conexivisphaeraceae,NA,NA
2613912,Nitrososphaerota,Conexivisphaeria,Conexivisphaerales,Conexivisphaeraceae,Conexivisphaera,NA
1874277,Nitrososphaerota,Conexivisphaeria,Conexivisphaerales,Conexivisphaeraceae,Conexivisphaera,Conexivisphaera calida
1783276,NA,NA,NA,NA,NA,NA
1462430,Candidatus Nanohalarchaeota,NA,NA,NA,NA,NA
2856052,Candidatus Nanohalarchaeota,Candidatus Nanohalobia,NA,NA,NA,NA
2856053,Candidatus Nanohalarchaeota,Candidatus Nanohalobia,Candidatus Nanohalobiales,NA,NA,NA
2856054,Candidatus Nanohalarchaeota,Candidatus Nanohalobia,Candidatus Nanohalobiales,Candidatus Nanohalobiaceae,NA,NA
2856051,Candidatus Nanohalarchaeota,Candidatus Nanohalobia,Candidatus Nanohalobiales,Candidatus Nanohalobiaceae,Candidatus Nanohalobium,NA
2565781,Candidatus Nanohalarchaeota,Candidatus Nanohalobia,Candidatus Nanohalobiales,Candidatus Nanohalobiaceae,Candidatus Nanohalobium,Candidatus Nanohalobium constans
1801631,Candidatus Micrarchaeota,NA,NA,NA,NA,NA
662756,Candidatus Micrarchaeota,Candidatus Micrarchaeia,Candidatus Micrarchaeales,Candidatus Micrarchaeaceae,Candidatus Micrarchaeum,NA
2621513,Candidatus Micrarchaeota,Candidatus Micrarchaeia,Candidatus Micrarchaeales,Candidatus Micrarchaeaceae,Candidatus Micrarchaeum,NA
2282148,Candidatus Micrarchaeota,Candidatus Micrarchaeia,Candidatus Micrarchaeales,Candidatus Micrarchaeaceae,Candidatus Micrarchaeum,Candidatus Micrarchaeum sp.
2733181,Uroviricota,Caudoviricetes,NA,NA,Jacevirus,NA
2734240,Uroviricota,Caudoviricetes,NA,NA,Jacevirus,Jacevirus jace
2560135,Uroviricota,Caudoviricetes,NA,NA,Galunavirus,NA
2560493,Uroviricota,Caudoviricetes,NA,NA,Galunavirus,Galunavirus GAL1
2732013,Uroviricota,Caudoviricetes,NA,Demerecviridae,NA,NA
2732017,Uroviricota,Caudoviricetes,NA,Demerecviridae,Epseptimavirus,NA
2732024,Uroviricota,Caudoviricetes,NA,Demerecviridae,Epseptimavirus,Epseptimavirus S113
1198136,Uroviricota,Caudoviricetes,NA,Straboviridae,NA,NA
10663,Uroviricota,Caudoviricetes,NA,Straboviridae,Tequatrovirus,NA
2560460,Uroviricota,Caudoviricetes,NA,Straboviridae,Tequatrovirus,Tequatrovirus slur03
2733086,Uroviricota,Caudoviricetes,NA,Kyanoviridae,Acionnavirus,NA
2734078,Uroviricota,Caudoviricetes,NA,Kyanoviridae,Acionnavirus,Acionnavirus monteraybay
292,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia
190721,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia insidiosa
80869,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Paracidovorax citrulli
1840239,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp. E10S
401469,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,NA
2630295,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,NA
2058624,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium sp. KW1
426114,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Thiomonas,Thiomonas arsenitoxydans
2608929,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,NA
2851540,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. PL-2018
2742662,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. RHBSTW-00696
28141,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
1927833,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Candidatus Fukatsuia,NA
1878942,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Candidatus Fukatsuia,Candidatus Fukatsuia symbiotica
470933,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea eucalypti
47885,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryzihabitans
1886807,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TMW 2.1634
1329969,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GLE121
2069256,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. XWY-1
47886,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas luteola
40214,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii
339,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas campestris
56454,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas hortorum
343,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas translucens
2370,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xylella,NA
2371,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xylella,Xylella fastidiosa
28173,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio nigripulchritudo
2587862,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio aquimaris
51366,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,NA
51367,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola
729,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae
28082,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella anisa
256839,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella decolorationis
288793,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,NA
2572577,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas iocasae
2636184,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,NA
2735563,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix subterranea
1842536,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. RAC06
2654249,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. NBSH29
2629616,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,NA
686597,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,Martelella sp. AD-3
2267275,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella krasnovii
431306,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter ghanensis
215221,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter rhaeticus
1097466,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Defluviimonas,NA
1335048,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Frigidibacter,Frigidibacter mobilis
185588,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria sp. PR1b
335927,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassovita,NA
53501,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassovita,Thalassovita gelatinovora
2676077,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. CAP-1
304378,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. IC081
33052,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis terrae
28898,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus
2299,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,NA
83564,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina ovata
1318,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis
1308,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
1363,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae
1670797,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,NA
1254,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
1244,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc gelidum
2767892,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,NA
240427,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus paracollinoides
1402861,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia filamentosa
1290,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis
